category,skill,level,question,answer
Frontend,React Native,Medium,Scenario: You need to check if the device is online or offline. Which API do you use?,NetInfo API (@react-native-community/netinfo).
Frontend,React Native,Medium,What is the difference between useCallback and useMemo?,"useCallback memoizes functions, useMemo memoizes computed values."
Frontend,React Native,Medium,Which React Native module is used to access device camera and gallery?,react-native-image-picker or Expo Image Picker.
Frontend,React Native,Medium,What is the difference between synchronous and asynchronous animations in React Native?,"Synchronous run instantly, asynchronous are scheduled and run smoothly over time."
Frontend,React Native,Medium,Fill in the blank: React Native components communicate with native code via ______.,The JavaScript bridge.
Frontend,React Native,Medium,Scenario: Your app crashes only on iOS. How do you debug it?,"Use Xcode logs, Flipper, and check native modules for issues."
Frontend,React Native,Medium,What is the difference between shallow and deep linking in React Native?,"Shallow links open the app, deep links open specific screens inside the app."
Frontend,React Native,Medium,True/False: React Native allows background tasks like location tracking.,True (with background task libraries or native modules).
Frontend,React Native,Medium,What is the purpose of useRef in React Native?,To persist values or directly access DOM/native elements without re-rendering.
Frontend,React Native,Medium,How do you create custom hooks in React Native?,By writing a function starting with use that uses React hooks internally.
Frontend,React Native,Medium,Which hook helps to improve performance when passing functions as props?,useCallback.
Frontend,React Native,Medium,Fill in the blank: A React Native project uses ______ for dependency management.,npm or yarn.
Frontend,React Native,Medium,What is the difference between synchronous logs and async logs in React Native debugging?,"Sync logs show immediately, async logs may be batched and delayed."
Frontend,React Native,Hard,Explain how the React Native bridge works in detail.,It enables communication between JavaScript and native code asynchronously by serializing messages across a bridge.
Frontend,React Native,Hard,Scenario: Your React Native app has performance bottlenecks due to frequent re-renders. How would you debug and fix this?,"Use React DevTools Profiler, enable Performance Monitor, optimize with React.memo, useCallback, useMemo, and reduce prop drilling."
Frontend,React Native,Hard,What is the Hermes engine in React Native?,An open-source JavaScript engine optimized for React Native to improve performance and startup time.
Frontend,React Native,Hard,Fill in the blank: Hermes reduces app size by ______ and improves ______.,Reducing bytecode size and improving startup performance.
Frontend,React Native,Hard,How do you implement deep linking in React Native?,Configure Linking API or use React Navigation with URL prefixes and native configuration.
Frontend,React Native,Hard,Scenario: You want to share data between React Native and native Android code. How do you achieve this?,Write a native module in Java/Kotlin and expose it to JavaScript via the bridge.
Frontend,React Native,Hard,What is the difference between Fabric and the old React Native architecture?,"Fabric uses a new concurrent rendering system with JSI (JavaScript Interface), replacing the asynchronous bridge."
Frontend,React Native,Hard,True/False: React Native’s new architecture (Fabric + TurboModules + JSI) eliminates the bridge.,True.
Frontend,React Native,Hard,Explain TurboModules in React Native.,A new way to load native modules lazily using JSI for faster performance and reduced memory usage.
Frontend,React Native,Hard,What are concurrent features in React Native?,"Features powered by React 18 like concurrent rendering, Suspense, and streaming SSR (in web + RN web)."
Frontend,React Native,Hard,Scenario: Your animations are janky. Which library and technique would you use for 60fps animations?,"Use Reanimated 2 or Moti, which run animations on the UI thread."
Frontend,React Native,Hard,What is the difference between Animated API and Reanimated?,"Animated runs on JS thread, Reanimated runs on UI thread for smoother performance."
Frontend,React Native,Hard,"Fill in the blank: In production, React Native apps should disable ______ mode.",Remote Debugging / Development Mode.
Frontend,React Native,Hard,How do you handle memory leaks in React Native?,"Remove unused listeners, cancel timers, clean up in useEffect, use Flipper memory profiler."
Frontend,React Native,Hard,Scenario: You need offline-first support with data sync in React Native. Which tools would you use?,"Realm, WatermelonDB, or SQLite for offline storage with sync support."
Frontend,React Native,Hard,What is the difference between synchronous and asynchronous communication in the React Native bridge?,"Synchronous blocks JS thread, asynchronous sends messages without blocking."
Frontend,React Native,Hard,Explain how CodePush works with React Native.,It enables OTA (over-the-air) updates by pushing JS bundle updates directly to devices without app store submission.
Frontend,React Native,Hard,True/False: CodePush can update native dependencies without a new app store release.,False.
Frontend,React Native,Hard,Scenario: You need to integrate a custom native iOS SDK into your React Native app. How would you do it?,"Create a native module in Swift/Objective-C, expose methods to JS, and use it via NativeModules."
Frontend,React Native,Hard,What is the role of Flipper in React Native development?,"It provides debugging tools for logs, network, performance, and React DevTools integration."
Frontend,React Native,Hard,Fill in the blank: React Native’s architecture is moving from a bridge-based model to ______.,JSI (JavaScript Interface).
Frontend,React Native,Hard,What is the difference between state persistence in Redux and Context API in React Native apps?,Redux provides centralized global state with persistence libraries; Context is simpler but less scalable for large apps.
Frontend,React Native,Hard,Scenario: Your app bundle size is too large. How do you optimize it?,"Use Hermes, enable ProGuard (Android) or bitcode (iOS), optimize images, and remove unused dependencies."
Frontend,React Native,Hard,How does React Native handle multi-threading?,"JavaScript runs on JS thread, UI updates on UI thread, and heavy tasks can use native threads."
Frontend,React Native,Hard,What is the difference between ProGuard and Hermes optimization?,"ProGuard shrinks/obfuscates Java bytecode, Hermes optimizes JS execution."
Frontend,React Native,Hard,How do you handle push notifications in React Native?,Use libraries like Firebase Cloud Messaging (FCM) or native push notification modules.
Frontend,React Native,Hard,Scenario: You need to enable background tasks like location tracking. How would you do this in React Native?,Use Headless JS (Android) or Background Fetch (iOS) with appropriate native configuration.
Frontend,React Native,Hard,Explain how OTA updates differ from App Store/Play Store updates in React Native.,"OTA updates modify JS bundle only, while App Store updates modify native binaries."
Frontend,React Native,Hard,True/False: OTA updates are allowed for changing native code.,False.
Frontend,React Native,Hard,How do you secure sensitive data in a React Native app?,"Use SecureStore, Keychain (iOS), Keystore (Android), and never hardcode keys."
Frontend,React Native,Hard,Scenario: Your app is crashing only in production. How do you debug it?,Use crash reporting tools like Sentry or Firebase Crashlytics with source maps.
Frontend,React Native,Hard,What is the difference between useCallback and useMemo in React Native optimization?,"useCallback memoizes functions, useMemo memoizes computed values."
Frontend,React Native,Hard,Fill in the blank: React Native apps can use ______ to run heavy computations off the main thread.,Worker threads / Background threads.
Frontend,React Native,Hard,Explain how to integrate native modules with TypeScript support.,Write TypeScript type definitions (.d.ts) for native modules or use React Native TypeScript templates.
Frontend,React Native,Hard,Scenario: You need to test your React Native app’s performance under stress. Which tools would you use?,"Detox, Appium, or Flipper Performance Plugin."
Frontend,React Native,Hard,What is the role of Fast Refresh in React Native?,It reloads components instantly while preserving state during development.
Frontend,React Native,Hard,How do you optimize FlatList rendering for thousands of items?,"Use windowSize, initialNumToRender, getItemLayout, removeClippedSubviews, and memoized row components."
Frontend,React Native,Hard,Scenario: You want to run multiple React Native apps in a monorepo. Which tool would you use?,"Nx, Lerna, or Yarn Workspaces."
Frontend,React Native,Hard,What is the difference between inline styles and StyleSheet in React Native performance?,StyleSheet is more performant as it reduces object creation during re-renders.
Frontend,React Native,Hard,Explain how React Native integrates with CI/CD pipelines.,"By configuring builds with Fastlane, GitHub Actions, or Bitrise for automated testing and deployment."
Frontend,React Native,Hard,True/False: Hermes supports debugging in Chrome DevTools.,True.
Frontend,React Native,Hard,Scenario: You want to profile JavaScript execution performance. Which tool would you use?,Flipper or Chrome Performance Profiler.
Frontend,React Native,Hard,What is the difference between Detox and Jest for React Native testing?,"Jest is for unit testing, Detox is for end-to-end testing on devices."
Frontend,React Native,Hard,Fill in the blank: React Native uses ______ under the hood to render native UI.,Native platform components.
Frontend,React Native,Hard,How do you integrate TypeScript with React Native?,By initializing with npx react-native init MyApp --template react-native-template-typescript.
Frontend,React Native,Hard,Scenario: You want to implement biometric authentication in React Native. Which library do you use?,react-native-touch-id or react-native-fingerprint-scanner.
Frontend,React Native,Hard,What is the difference between synchronous and asynchronous animations in React Native?,"Synchronous may block UI, asynchronous are smoother and offloaded to UI thread."
Frontend,React Native,Hard,How do you enable Hermes in a React Native project?,Update android/app/build.gradle with enableHermes: true.
Frontend,React Native,Hard,Scenario: You need to integrate payments in your app. How would you achieve this?,"Use libraries like react-native-payments, Stripe SDK, or native modules."
Frontend,React Native,Hard,What is the purpose of InteractionManager in React Native?,It defers heavy tasks until interactions/animations are finished for smoother UI.
